"index";"Nom de l'opérateur";"Millésime des données";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"Énergie concernée";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"ID";"OPERATEUR";"ANNEE";"IRIS_CODE";"IRIS_LIBELLE";"FILIERE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"9301C";"Saint Denis chaud";"2019";"930660302";"Allende 02";"C";"R";7938;4
"9301C";"Saint Denis chaud";"2019";"930660302";"Allende 02";"C";"X";6279;7
"9301C";"Saint Denis chaud";"2019";"930660401";"Courtille Saussaie Floreal 01";"C";"R";4745;6
"9301C";"Saint Denis chaud";"2019";"930660401";"Courtille Saussaie Floreal 01";"C";"X";547;2
"9301C";"Saint Denis chaud";"2019";"930660402";"Courtille Saussaie Floreal 02";"C";"R";3641;4
"9301C";"Saint Denis chaud";"2019";"930660402";"Courtille Saussaie Floreal 02";"C";"X";748;2
"9301C";"Saint Denis chaud";"2019";"930660403";"Courtille Saussaie Floreal 03";"C";"R";1243;1
"9301C";"Saint Denis chaud";"2019";"930660501";"Mutuelle champ de courses 01";"C";"R";15608;3
"9301C";"Saint Denis chaud";"2019";"930660501";"Mutuelle champ de courses 01";"C";"X";14223;10
"9301C";"Saint Denis chaud";"2019";"930660502";"Mutuelle champ de courses 02";"C";"R";2234;2
"9301C";"Saint Denis chaud";"2019";"930660503";"Mutuelle champ de courses 03";"C";"R";3858;5
"9301C";"Saint Denis chaud";"2019";"930660503";"Mutuelle champ de courses 03";"C";"X";2520;3
"9301C";"Saint Denis chaud";"2019";"930660601";"J.Curie   Cosmonautes 01";"C";"R";3174;3
"9301C";"Saint Denis chaud";"2019";"930660601";"J.Curie   Cosmonautes 01";"C";"X";537;3
"9301C";"Saint Denis chaud";"2019";"930660602";"J.Curie   Cosmonautes 02";"C";"R";5935;6
"9301C";"Saint Denis chaud";"2019";"930660701";"Franc-Moisin  Bel-Air 01";"C";"R";7375;4
"9301C";"Saint Denis chaud";"2019";"930660701";"Franc-Moisin  Bel-Air 01";"C";"X";446;1
"9301C";"Saint Denis chaud";"2019";"930660702";"Franc-Moisin  Bel-Air 02";"C";"I";686;1
"9301C";"Saint Denis chaud";"2019";"930660702";"Franc-Moisin  Bel-Air 02";"C";"R";4910;5
"9301C";"Saint Denis chaud";"2019";"930660702";"Franc-Moisin  Bel-Air 02";"C";"T";486;1
"9301C";"Saint Denis chaud";"2019";"930660702";"Franc-Moisin  Bel-Air 02";"C";"X";512;1
"9301C";"Saint Denis chaud";"2019";"930660703";"Franc-Moisin  Bel-Air 03";"C";"R";2766;2
"9301C";"Saint Denis chaud";"2019";"930660704";"Franc-Moisin  Bel-Air 04";"C";"R";3485;7
"9301C";"Saint Denis chaud";"2019";"930660704";"Franc-Moisin  Bel-Air 04";"C";"X";711;2
"9301C";"Saint Denis chaud";"2019";"930660705";"Franc-Moisin  Bel-Air 05";"C";"R";7686;4
"9301C";"Saint Denis chaud";"2019";"930660705";"Franc-Moisin  Bel-Air 05";"C";"X";500;1
"9301C";"Saint Denis chaud";"2019";"930660801";"Centre Ville  Basilique 01";"C";"R";14219;10
"9301C";"Saint Denis chaud";"2019";"930660801";"Centre Ville  Basilique 01";"C";"X";277;3
"9301C";"Saint Denis chaud";"2019";"930660802";"Centre Ville  Basilique 02";"C";"R";4380;7
"9301C";"Saint Denis chaud";"2019";"930660802";"Centre Ville  Basilique 02";"C";"T";"secret";"secret"
"9301C";"Saint Denis chaud";"2019";"930660802";"Centre Ville  Basilique 02";"C";"X";6088;8
"9301C";"Saint Denis chaud";"2019";"930660901";"République gare Porte de Paris 01";"C";"T";"secret";"secret"
"9301C";"Saint Denis chaud";"2019";"930660901";"République gare Porte de Paris 01";"C";"X";3820;6
"9301C";"Saint Denis chaud";"2019";"930660902";"République gare Porte de Paris 02";"C";"X";578;1
"9301C";"Saint Denis chaud";"2019";"930660903";"République gare Porte de Paris 03";"C";"R";1636;2
"9301C";"Saint Denis chaud";"2019";"930660903";"République gare Porte de Paris 03";"C";"X";"secret";"secret"
"9301C";"Saint Denis chaud";"2019";"930660904";"République gare Porte de Paris 04";"C";"R";495;1
"9301C";"Saint Denis chaud";"2019";"930660904";"République gare Porte de Paris 04";"C";"X";423;1
"9301C";"Saint Denis chaud";"2019";"930660905";"République gare Porte de Paris 05";"C";"R";1258;2
"9301C";"Saint Denis chaud";"2019";"930660905";"République gare Porte de Paris 05";"C";"T";430;1
"9301C";"Saint Denis chaud";"2019";"930660905";"République gare Porte de Paris 05";"C";"X";516;2
"9301C";"Saint Denis chaud";"2019";"930660906";"République gare Porte de Paris 06";"C";"R";699;2
"9301C";"Saint Denis chaud";"2019";"930660906";"République gare Porte de Paris 06";"C";"X";2436;3
"9301C";"Saint Denis chaud";"2019";"930660907";"République gare Porte de Paris 07";"C";"X";1611;4
"9301C";"Saint Denis chaud";"2019";"930660908";"République gare Porte de Paris 08";"C";"R";2064;6
"9301C";"Saint Denis chaud";"2019";"930660908";"République gare Porte de Paris 08";"C";"X";3983;4
"9301C";"Saint Denis chaud";"2019";"930661001";"Delaunay  Belleville 01";"C";"R";6904;11
"9301C";"Saint Denis chaud";"2019";"930661002";"Delaunay  Belleville 02";"C";"R";15995;8
"9301C";"Saint Denis chaud";"2019";"930661002";"Delaunay  Belleville 02";"C";"X";1967;4
"9301C";"Saint Denis chaud";"2019";"930661003";"Delaunay  Belleville 03";"C";"R";7477;5
"9301C";"Saint Denis chaud";"2019";"930661003";"Delaunay  Belleville 03";"C";"X";988;3
"9301C";"Saint Denis chaud";"2019";"930661004";"Delaunay  Belleville 04";"C";"R";4733;5
"9301C";"Saint Denis chaud";"2019";"930661004";"Delaunay  Belleville 04";"C";"T";221;1
"9301C";"Saint Denis chaud";"2019";"930661004";"Delaunay  Belleville 04";"C";"X";987;2
"9301C";"Saint Denis chaud";"2019";"930661101";"Plaine 01";"C";"R";2592;6
"9301C";"Saint Denis chaud";"2019";"930661101";"Plaine 01";"C";"T";12279;13
"9301C";"Saint Denis chaud";"2019";"930661101";"Plaine 01";"C";"X";6363;3
"9301C";"Saint Denis chaud";"2019";"930661102";"Plaine 02";"C";"R";2198;5
"9301C";"Saint Denis chaud";"2019";"930661102";"Plaine 02";"C";"T";1044;1
"9301C";"Saint Denis chaud";"2019";"930661102";"Plaine 02";"C";"X";1154;1
"9301C";"Saint Denis chaud";"2019";"930661104";"Plaine  04";"C";"R";480;1
"9301C";"Saint Denis chaud";"2019";"930661104";"Plaine  04";"C";"T";3337;4
"9301C";"Saint Denis chaud";"2019";"930661104";"Plaine  04";"C";"X";1427;2
"9301C";"Saint Denis chaud";"2019";"930661501";"Pleyel 01";"C";"I";4768;1
"9301C";"Saint Denis chaud";"2019";"930661501";"Pleyel 01";"C";"R";788;2
"9301C";"Saint Denis chaud";"2019";"930661501";"Pleyel 01";"C";"T";2560;1
"9301C";"Saint Denis chaud";"2019";"93066XXXX";"Iris fictif de la commune Saint-Denis";"C";"R";391;1
"9301C";"Saint Denis chaud";"2019";"93066XXXX";"Iris fictif de la commune Saint-Denis";"C";"T";1491;2
"9301C";"Saint Denis chaud";"2019";"93066XXXX";"Iris fictif de la commune Saint-Denis";"C";"X";217;1
"9301C";"Saint Denis chaud";"2019";"930720101";"Pave d'Amiens";"C";"R";858;2
"9301C";"Saint Denis chaud";"2019";"930720102";"Clos Saint-Lazare 1";"C";"R";8265;14
"9301C";"Saint Denis chaud";"2019";"930720102";"Clos Saint-Lazare 1";"C";"X";810;2
"9301C";"Saint Denis chaud";"2019";"930720103";"Clos Saint-Lazare 2";"C";"R";5603;5
"9301C";"Saint Denis chaud";"2019";"930720103";"Clos Saint-Lazare 2";"C";"X";1660;4
"9301C";"Saint Denis chaud";"2019";"930720104";"Clos Saint-Lazare 3";"C";"R";6748;7
"9301C";"Saint Denis chaud";"2019";"930720104";"Clos Saint-Lazare 3";"C";"X";520;1
"9301C";"Saint Denis chaud";"2019";"930720105";"Cité Jardin 1";"C";"R";3084;3
"9301C";"Saint Denis chaud";"2019";"930720105";"Cité Jardin 1";"C";"X";460;1
"9301C";"Saint Denis chaud";"2019";"930720106";"Cité Jardin 2";"C";"R";595;1
"9301C";"Saint Denis chaud";"2019";"930720107";"Centre Ville";"C";"R";2035;4
"9301C";"Saint Denis chaud";"2019";"930720107";"Centre Ville";"C";"T";"secret";"secret"
"9301C";"Saint Denis chaud";"2019";"930720107";"Centre Ville";"C";"X";477;3
"9301C";"Saint Denis chaud";"2019";"930720109";"Globe 1";"C";"T";381;1
"9301C";"Saint Denis chaud";"2019";"930720109";"Globe 1";"C";"X";265;1
"9301C";"Saint Denis chaud";"2019";"930720110";"Globe 2";"C";"R";9374;2
"9301C";"Saint Denis chaud";"2019";"930720110";"Globe 2";"C";"X";4287;3
"9301C";"Saint Denis chaud";"2019";"93072XXXX";"Iris fictif de la commune Stains";"C";"R";624;1
"9302C";"Bagnolet";"2019";"930060101";"Iris 1";"C";"X";3786;8
"9302C";"Bagnolet";"2019";"930060102";"Iris 2";"C";"X";11501;16
"9302C";"Bagnolet";"2019";"930060103";"Iris 3";"C";"X";6841;5
"9302C";"Bagnolet";"2019";"930060104";"Iris 4";"C";"X";9049;11
"9302C";"Bagnolet";"2019";"930060105";"Iris 5";"C";"X";3274;7
"9302C";"Bagnolet";"2019";"930060106";"Iris 6";"C";"X";693;2
"9302C";"Bagnolet";"2019";"930060107";"Iris 7";"C";"X";3494;3
"9302C";"Bagnolet";"2019";"930060108";"Iris 8";"C";"X";2630;5
"9302C";"Bagnolet";"2019";"930060109";"Iris 9";"C";"X";13060;14
"9302C";"Bagnolet";"2019";"930060110";"Iris 10";"C";"X";4263;3
"9302C";"Bagnolet";"2019";"930060112";"Iris 12";"C";"X";15372;25
"9302C";"Bagnolet";"2019";"930060113";"Iris 13";"C";"X";6372;11
"9302C";"Bagnolet";"2019";"930060114";"Iris 14";"C";"X";6945;13
"9302C";"Bagnolet";"2019";"930060115";"Iris 15";"C";"X";7726;10
"9302C";"Bagnolet";"2019";"930060116";"Iris 16";"C";"X";5831;11
"9302C";"Bagnolet";"2019";"930480402";"La Noue Clos Francais Guilands 2";"C";"X";8831;5
"9302C";"Bagnolet";"2019";"930480403";"La Noue Clos Francais Guilands 3";"C";"X";6938;6
"9302C";"Bagnolet";"2019";"930480404";"La Noue Clos Francais Guilands 4";"C";"X";725;3
"9303C";"Zup de Bobigny";"2019";"930080101";"Les Vignes 1";"C";"R";1595.03;3
"9303C";"Zup de Bobigny";"2019";"930080101";"Les Vignes 1";"C";"T";541.01;1
"9303C";"Zup de Bobigny";"2019";"930080102";"Bourse du Travail 1";"C";"R";2510.82;2
"9303C";"Zup de Bobigny";"2019";"930080102";"Bourse du Travail 1";"C";"T";2347.01;1
"9303C";"Zup de Bobigny";"2019";"930080106";"Edouard Vaillant 1";"C";"R";2119.01;1
"9303C";"Zup de Bobigny";"2019";"930080106";"Edouard Vaillant 1";"C";"T";1488.1;2
"9303C";"Zup de Bobigny";"2019";"930080110";"Edouard Vaillant 5";"C";"R";366.07;1
"9303C";"Zup de Bobigny";"2019";"930080110";"Edouard Vaillant 5";"C";"T";"secret";"secret"
"9303C";"Zup de Bobigny";"2019";"930080111";"Préfecture 1";"C";"R";8871.75;8
"9303C";"Zup de Bobigny";"2019";"930080111";"Préfecture 1";"C";"T";1859.04;4
"9303C";"Zup de Bobigny";"2019";"930080111";"Préfecture 1";"C";"X";321.01;1
"9303C";"Zup de Bobigny";"2019";"930080112";"Préfecture 2";"C";"R";15043.91;9
"9303C";"Zup de Bobigny";"2019";"930080112";"Préfecture 2";"C";"T";10222.04;12
"9303C";"Zup de Bobigny";"2019";"930080113";"Préfecture 3";"C";"R";7050.37;4
"9303C";"Zup de Bobigny";"2019";"930080113";"Préfecture 3";"C";"T";1715.48;3
"9303C";"Zup de Bobigny";"2019";"930080114";"Préfecture 4";"C";"R";17466.26;9
"9303C";"Zup de Bobigny";"2019";"930080114";"Préfecture 4";"C";"T";1796.46;5
"9303C";"Zup de Bobigny";"2019";"930080117";"Bourse du Travail 4";"C";"R";1856.46;1
"9303C";"Zup de Bobigny";"2019";"930080117";"Bourse du Travail 4";"C";"T";588.01;1
"9303C";"Zup de Bobigny";"2019";"930080118";"Préfecture 5";"C";"R";4237.32;4
"9303C";"Zup de Bobigny";"2019";"930080118";"Préfecture 5";"C";"T";"secret";"secret"
"9303C";"Zup de Bobigny";"2019";"930080119";"Les Vignes 4";"C";"R";3847.79;6
"9303C";"Zup de Bobigny";"2019";"930080119";"Les Vignes 4";"C";"T";1329.03;3
"9304C";"Sevran";"2019";"930710106";"Beaudottes Anciennes 1";"C";"R";13036;4
"9304C";"Sevran";"2019";"930710107";"Beaudottes Anciennes 2";"C";"R";5425;5
"9304C";"Sevran";"2019";"930710107";"Beaudottes Anciennes 2";"C";"T";683;1
"9304C";"Sevran";"2019";"930710108";"Beaudottes Anciennes 4";"C";"R";8349;11
"9304C";"Sevran";"2019";"930710108";"Beaudottes Anciennes 4";"C";"T";3224;8
"9304C";"Sevran";"2019";"930710109";"Centre Ville 2";"C";"R";6310;3
"9304C";"Sevran";"2019";"930710109";"Centre Ville 2";"C";"T";2562;5
"9304C";"Sevran";"2019";"930710111";"Butte Montceleux";"C";"R";10038;7
"9304C";"Sevran";"2019";"930710111";"Butte Montceleux";"C";"T";385;1
"9304C";"Sevran";"2019";"930710112";"Pont Blanc 1";"C";"R";13694;2
"9304C";"Sevran";"2019";"930710113";"Pont Blanc 2";"C";"T";368;2
"9304C";"Sevran";"2019";"930710116";"Centre Ville 1";"C";"T";"secret";"secret"
"9304C";"Sevran";"2019";"930780106";"Ne Hopiptal";"C";"T";13204;1
"9305C";"Zup des Fauvettes";"2019";"930500103";"Iris 3";"C";"R";7048.1;8
"9305C";"Zup des Fauvettes";"2019";"930500103";"Iris 3";"C";"T";1149;4
"9305C";"Zup des Fauvettes";"2019";"930500105";"Iris 5";"C";"R";2008.7;3
"9305C";"Zup des Fauvettes";"2019";"930500105";"Iris 5";"C";"T";2649.6;5
"9305C";"Zup des Fauvettes";"2019";"930500106";"Iris 6";"C";"T";955.2;2
"9305C";"Zup des Fauvettes";"2019";"930500108";"Iris 8";"C";"R";4003.5;5
"9305C";"Zup des Fauvettes";"2019";"930500108";"Iris 8";"C";"T";366;3
"9305C";"Zup des Fauvettes";"2019";"930500109";"Iris 9";"C";"R";6479.8;5
"9305C";"Zup des Fauvettes";"2019";"930500109";"Iris 9";"C";"T";1257.1;2
"9305C";"Zup des Fauvettes";"2019";"930500110";"Iris 10";"C";"R";8700.41;7
"9305C";"Zup des Fauvettes";"2019";"930500110";"Iris 10";"C";"T";1135;3
"9305C";"Zup des Fauvettes";"2019";"930500111";"Iris 11";"C";"R";10802.2;5
"9305C";"Zup des Fauvettes";"2019";"930500111";"Iris 11";"C";"T";678.3;3
"9305C";"Zup des Fauvettes";"2019";"930500112";"Iris 12";"C";"R";3174.9;3
"9305C";"Zup des Fauvettes";"2019";"930500112";"Iris 12";"C";"T";2606.1;4
"9305C";"Zup des Fauvettes";"2019";"930500113";"Iris 13";"C";"R";5408.6;1
"9305C";"Zup des Fauvettes";"2019";"930500113";"Iris 13";"C";"T";607;1
"9306C";"Villepinte";"2019";"930780104";"Ne Mousseaux";"C";"T";5047.73;9
"9306C";"Villepinte";"2019";"930780105";"Ne Parc";"C";"R";1490;2
"9306C";"Villepinte";"2019";"930780105";"Ne Parc";"C";"T";"secret";"secret"
"9306C";"Villepinte";"2019";"930780108";"Se Picasso";"C";"R";4919.45;3
"9306C";"Villepinte";"2019";"930780108";"Se Picasso";"C";"T";615;4
"9306C";"Villepinte";"2019";"930780109";"Se Pasteur";"C";"R";7762.95;8
"9306C";"Villepinte";"2019";"930780110";"Se Roseraie";"C";"R";1417.95;3
"9306C";"Villepinte";"2019";"930780110";"Se Roseraie";"C";"T";675.675;3
"9306C";"Villepinte";"2019";"930780111";"Se Zonedac";"C";"R";3276.9;1
"9306C";"Villepinte";"2019";"930780111";"Se Zonedac";"C";"T";1199.15;2
"9306C";"Villepinte";"2019";"930780112";"Se Europe";"C";"R";5018.65;3
"9306C";"Villepinte";"2019";"930780112";"Se Europe";"C";"T";355.85;1
"9306C";"Villepinte";"2019";"930780113";"So Bellevue";"C";"R";1164.32;2
"9306C";"Villepinte";"2019";"930780113";"So Bellevue";"C";"T";919.725;3
"9306C";"Villepinte";"2019";"930780114";"So Centrale";"C";"T";640.655;2
"9306C";"Villepinte";"2019";"930780115";"Se Mallet";"C";"R";5454.55;4
"9306C";"Villepinte";"2019";"930780115";"Se Mallet";"C";"T";328.3;2
"9309C";"SEBIO";"2019";"930050501";"Emile Zola 1";"C";"R";3719.527;12
"9309C";"SEBIO";"2019";"930050501";"Emile Zola 1";"C";"T";507.208;2
"9309C";"SEBIO";"2019";"930050502";"Emile Zola 2";"C";"R";2450;3
"9309C";"SEBIO";"2019";"930710101";"Rougemont Est";"C";"R";6314.597;6
"9309C";"SEBIO";"2019";"930710101";"Rougemont Est";"C";"T";861.081;1
"9309C";"SEBIO";"2019";"930710102";"Rougemont Ouest 2";"C";"R";6920.584;5
"9309C";"SEBIO";"2019";"930710102";"Rougemont Ouest 2";"C";"T";943.716;1
"9309C";"SEBIO";"2019";"930710103";"Rougemont Ouest 1";"C";"R";7645.939;12
"9309C";"SEBIO";"2019";"930710103";"Rougemont Ouest 1";"C";"T";1042.628;2
"9309C";"SEBIO";"2019";"930710117";"Perrin 2";"C";"R";6009.3;3
"9309C";"SEBIO";"2019";"930710118";"Perrin 1";"C";"R";3451.888;5
"9309C";"SEBIO";"2019";"930710118";"Perrin 1";"C";"T";470.712;1
"9309C";"SEBIO";"2019";"930710119";"Freinville";"C";"R";2855;3
"9311C";"Le Chêne Pointu";"2019";"930140104";"Iris 3";"C";"R";5785.927;4
"9311C";"Le Chêne Pointu";"2019";"930140109";"Iris 8";"C";"R";5785.927;4
"9311C";"Le Chêne Pointu";"2019";"930140110";"Iris 9";"C";"R";2892.964;2
"9311C";"Le Chêne Pointu";"2019";"930140111";"Iris 10";"C";"R";8678.891;6
"9311C";"Le Chêne Pointu";"2019";"930140112";"Iris 11";"C";"R";5785.927;4
"9311C";"Le Chêne Pointu";"2019";"930140113";"Iris 12";"C";"R";10125.373;7
"9312C";"Le Gros Saule";"2019";"930050701";"Gros Saule 1";"C";"X";"secret";"secret"
"9312C";"Le Gros Saule";"2019";"930050702";"Gros Saule 2";"C";"X";6938;7
"9312C";"Le Gros Saule";"2019";"930050703";"Gros Saule 3";"C";"X";8112;8
"9312C";"Le Gros Saule";"2019";"930050801";"Ambourget 1";"C";"X";6922;5
"9312C";"Le Gros Saule";"2019";"930050802";"Ambourget 2";"C";"X";8516;1
"9312C";"Le Gros Saule";"2019";"930050803";"Ambourget 3";"C";"X";1970;2
"9312C";"Le Gros Saule";"2019";"930050804";"Ambourget 4";"C";"X";4009;5
"9312C";"Le Gros Saule";"2019";"930050805";"Ambourget 5";"C";"X";7139;5
"9312C";"Le Gros Saule";"2019";"930710105";"Savigny 2";"C";"X";3731;1
"9313C";"La Courneuve";"2019";"930270103";"Mairie";"C";"R";1518.57;1
"9313C";"La Courneuve";"2019";"930270104";"Convention";"C";"R";10201.96;8
"9313C";"La Courneuve";"2019";"930270104";"Convention";"C";"T";641;5
"9313C";"La Courneuve";"2019";"930270110";"Braque Orme Seul";"C";"R";6478.99;14
"9313C";"La Courneuve";"2019";"930270110";"Braque Orme Seul";"C";"T";516;3
"9313C";"La Courneuve";"2019";"930270111";"La Tour";"C";"R";14242.21;24
"9313C";"La Courneuve";"2019";"930270111";"La Tour";"C";"T";2200;11
"9313C";"La Courneuve";"2019";"930270113";"6 Routes";"C";"R";7897.84;4
"9313C";"La Courneuve";"2019";"930270113";"6 Routes";"C";"T";509.77;1
"9313C";"La Courneuve";"2019";"930270114";"Verlaine";"C";"R";12068.24;28
"9313C";"La Courneuve";"2019";"930270114";"Verlaine";"C";"T";551;2
"9313C";"La Courneuve";"2019";"930270115";"Quinet Cachin";"C";"R";8573.69;11
"9313C";"La Courneuve";"2019";"930270115";"Quinet Cachin";"C";"T";457.6;2
"9313C";"La Courneuve";"2019";"930270119";"Moulin Neuf";"C";"R";3366.28;3
"9314C";"Réseau de Tremblay en France";"2019";"930730401";"Centre Ville 1";"C";"R";8147;10
"9314C";"Réseau de Tremblay en France";"2019";"930730401";"Centre Ville 1";"C";"T";"secret";"secret"
"9314C";"Réseau de Tremblay en France";"2019";"930730402";"Centre Ville 2";"C";"R";11492.23;19
"9314C";"Réseau de Tremblay en France";"2019";"930730402";"Centre Ville 2";"C";"T";1182;2
"9314C";"Réseau de Tremblay en France";"2019";"930730403";"Centre Ville 3";"C";"R";13139.07;16
"9314C";"Réseau de Tremblay en France";"2019";"930730403";"Centre Ville 3";"C";"T";1179;4
"9314C";"Réseau de Tremblay en France";"2019";"930730404";"Centre Ville 4";"C";"R";4368.04;8
"9314C";"Réseau de Tremblay en France";"2019";"930730404";"Centre Ville 4";"C";"T";651;3
"9314C";"Réseau de Tremblay en France";"2019";"930730502";"Bois Saint-Denis 2";"C";"R";3475;5
"9314C";"Réseau de Tremblay en France";"2019";"930730502";"Bois Saint-Denis 2";"C";"T";2330.9;5
"9314C";"Réseau de Tremblay en France";"2019";"930780116";"Su Gare";"C";"R";255.2;1
"9315C";"Réseau du Blanc Mesnil";"2019";"930070103";"Iris1";"C";"R";1137;2
"9315C";"Réseau du Blanc Mesnil";"2019";"930070103";"Iris1";"C";"T";2888;1
"9315C";"Réseau du Blanc Mesnil";"2019";"930070104";"Iris2";"C";"R";2554;2
"9315C";"Réseau du Blanc Mesnil";"2019";"930070107";"Iris5";"C";"R";12530;2
"9315C";"Réseau du Blanc Mesnil";"2019";"930070107";"Iris5";"C";"T";1592;3
"9315C";"Réseau du Blanc Mesnil";"2019";"930070108";"Iris7";"C";"R";7352;2
"9315C";"Réseau du Blanc Mesnil";"2019";"930070109";"Iris6";"C";"R";3679;1
"9315C";"Réseau du Blanc Mesnil";"2019";"930070109";"Iris6";"C";"T";1817;3
"9315C";"Réseau du Blanc Mesnil";"2019";"930070110";"Iris8";"C";"R";1960;2
"9316C";"Réseau de BONDY";"2019";"930100101";"La Flamiche";"C";"R";1125;1
"9316C";"Réseau de BONDY";"2019";"930100102";"La Terre Saint-Blaise";"C";"R";3577;4
"9316C";"Réseau de BONDY";"2019";"930100102";"La Terre Saint-Blaise";"C";"T";493;1
"9316C";"Réseau de BONDY";"2019";"930100104";"Suzanne Buisson";"C";"R";9770;2
"9316C";"Réseau de BONDY";"2019";"930100105";"Le Chateau Gobillon";"C";"R";1497;3
"9316C";"Réseau de BONDY";"2019";"930100105";"Le Chateau Gobillon";"C";"T";832;2
"9316C";"Réseau de BONDY";"2019";"930100106";"Les Merisiers";"C";"R";1957;2
"9316C";"Réseau de BONDY";"2019";"930100106";"Les Merisiers";"C";"T";8917;4
"9316C";"Réseau de BONDY";"2019";"930100107";"La Noue Caillet";"C";"R";3800;1
"9316C";"Réseau de BONDY";"2019";"930100107";"La Noue Caillet";"C";"T";404;1
"9317C";"Garonor";"2019";"930050201";"Nord 1";"C";"I";3551.418;66
"9317C";"Garonor";"2019";"930070101";"Zone Activité Coudray Paris Nord";"C";"I";"secret";"secret"
"9322F";"Saint Denis froid";"2019";"930661101";"Plaine 01";"F";"T";22002;20
"9322F";"Saint Denis froid";"2019";"930661104";"Plaine  04";"F";"T";1488;3
"9324C";"Rosny-sous-Bois";"2019";"930481001";"Branly Boissière 1";"C";"R";6380.283;8
"9324C";"Rosny-sous-Bois";"2019";"930481001";"Branly Boissière 1";"C";"T";266;1
"9324C";"Rosny-sous-Bois";"2019";"930530116";"Londeau 1";"C";"R";12523;7
"9324C";"Rosny-sous-Bois";"2019";"930530116";"Londeau 1";"C";"T";547.53664;3
"9324C";"Rosny-sous-Bois";"2019";"930640103";"Bois Perrier 2";"C";"R";11338.2668;5
"9324C";"Rosny-sous-Bois";"2019";"930640103";"Bois Perrier 2";"C";"T";1384;1
"9324C";"Rosny-sous-Bois";"2019";"930640104";"Marnaudes";"C";"R";5452;4
"9324C";"Rosny-sous-Bois";"2019";"930640110";"Boutours";"C";"R";3049;7
"9324C";"Rosny-sous-Bois";"2019";"930640111";"Fort de Rosny";"C";"R";9339;5
"9324C";"Rosny-sous-Bois";"2019";"930640112";"Colline";"C";"T";"secret";"secret"
"9324C";"Rosny-sous-Bois";"2019";"930640114";"Boissière";"C";"R";"secret";"secret"
"9324C";"Rosny-sous-Bois";"2019";"930640114";"Boissière";"C";"T";999;3
"9324C";"Rosny-sous-Bois";"2019";"930640116";"Centre Ville 1";"C";"R";1022;2
"9324C";"Rosny-sous-Bois";"2019";"930640117";"Centre Ville 2";"C";"R";2238;2
"9324C";"Rosny-sous-Bois";"2019";"930640117";"Centre Ville 2";"C";"T";1957;3
"9401C";"RÉSEAU DE LIMEIL-BRÉVANNES";"2019";"940440102";"Les Neufs Saulets";"C";"R";8294;25
"9401C";"RÉSEAU DE LIMEIL-BRÉVANNES";"2019";"940440104";"Centre Ville";"C";"R";4293;10
"9401C";"RÉSEAU DE LIMEIL-BRÉVANNES";"2019";"940440104";"Centre Ville";"C";"T";367;1
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280201";"La Breche";"C";"R";11233.958;12
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280201";"La Breche";"C";"T";3594.866;4
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280202";"La Croix des Meches";"C";"R";4074.967;6
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280202";"La Croix des Meches";"C";"T";1303.989;2
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280204";"Hôtel de Ville";"C";"R";17433.3;14
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280204";"Hôtel de Ville";"C";"T";5578.656;4
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280205";"L'Ormetteau";"C";"R";6569.664;7
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280205";"L'Ormetteau";"C";"T";2102.292;2
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280206";"Port_Source";"C";"R";17131.718;19
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280206";"Port_Source";"C";"T";5482.15;6
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280207";"L'Échat";"C";"R";18524.109;23
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280207";"L'Échat";"C";"T";5927.715;7
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280208";"Montaigut Université";"C";"R";13835.573;12
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280208";"Montaigut Université";"C";"T";4427.383;4
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280209";"Levriere_Haye aux Moines";"C";"R";15575.724;12
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280209";"Levriere_Haye aux Moines";"C";"T";4984.232;4
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280210";"Palais_Grand Pavois";"C";"R";11594.697;8
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280210";"Palais_Grand Pavois";"C";"T";3710.303;2
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280211";"Palais_Ch. Peguy";"C";"R";7682.576;7
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280211";"Palais_Ch. Peguy";"C";"T";2458.424;2
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280215";"Le Lac étendu";"C";"R";16517.324;23
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280215";"Le Lac étendu";"C";"T";5285.544;7
"9402C";"Réseaux de Créteil - Scuc";"2019";"940280307";"Les Meches";"C";"R";315;1
